"set" "ID" "activity" "feature" "mean"
"3072" "test" 18 "STANDING" "fBodyAccJerk-std()-X" -0.990287933424657
"3073" "test" 18 "STANDING" "fBodyAccJerk-std()-Y" -0.977179032191781
"3074" "test" 18 "STANDING" "fBodyAccJerk-std()-Z" -0.989275839041096
"3075" "test" 18 "STANDING" "fBodyGyro-std()-X" -0.962272711643836
"3076" "test" 18 "STANDING" "fBodyGyro-std()-Y" -0.978801848493151
"3077" "test" 18 "STANDING" "fBodyGyro-std()-Z" -0.974822589589041
"3078" "test" 18 "STANDING" "fBodyAccMag-std()" -0.973264853561644
"3079" "test" 18 "STANDING" "fBodyBodyAccJerkMag-std()" -0.986277356712329
"3080" "test" 18 "STANDING" "fBodyBodyGyroMag-std()" -0.95911345739726
"3081" "test" 18 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.988407465205479
"3082" "test" 18 "WALKING" "tBodyAcc-mean()-X" 0.273887758571429
"3083" "test" 18 "WALKING" "tBodyAcc-mean()-Y" -0.0178023631866071
"3084" "test" 18 "WALKING" "tBodyAcc-mean()-Z" -0.104218315464286
"3085" "test" 18 "WALKING" "tGravityAcc-mean()-X" 0.92386524875
"3086" "test" 18 "WALKING" "tGravityAcc-mean()-Y" -0.254317085892857
"3087" "test" 18 "WALKING" "tGravityAcc-mean()-Z" -0.0609313415892857
"3088" "test" 18 "WALKING" "tBodyAccJerk-mean()-X" 0.0767524278392857
"3089" "test" 18 "WALKING" "tBodyAccJerk-mean()-Y" 0.0282745481892857
"3090" "test" 18 "WALKING" "tBodyAccJerk-mean()-Z" 0.010685091
"3091" "test" 18 "WALKING" "tBodyGyro-mean()-X" -0.0399399716026786
"3092" "test" 18 "WALKING" "tBodyGyro-mean()-Y" -0.0613727362975
"3093" "test" 18 "WALKING" "tBodyGyro-mean()-Z" 0.0944718394625
"3094" "test" 18 "WALKING" "tBodyGyroJerk-mean()-X" -0.0966435295642857
"3095" "test" 18 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0433771125875
"3096" "test" 18 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0502631568175
"3097" "test" 18 "WALKING" "tBodyAccMag-mean()" -0.287908078035714
"3098" "test" 18 "WALKING" "tGravityAccMag-mean()" -0.287908078035714
"3099" "test" 18 "WALKING" "tBodyAccJerkMag-mean()" -0.379269262142857
"3100" "test" 18 "WALKING" "tBodyGyroMag-mean()" -0.500471147857143
"3101" "test" 18 "WALKING" "tBodyGyroJerkMag-mean()" -0.636485896964286
"3102" "test" 18 "WALKING" "fBodyAcc-mean()-X" -0.37147515625
"3103" "test" 18 "WALKING" "fBodyAcc-mean()-Y" -0.24360627125
"3104" "test" 18 "WALKING" "fBodyAcc-mean()-Z" -0.48977105125
"3105" "test" 18 "WALKING" "fBodyAcc-meanFreq()-X" -0.362107081928571
"3106" "test" 18 "WALKING" "fBodyAcc-meanFreq()-Y" 0.0639302961089286
"3107" "test" 18 "WALKING" "fBodyAcc-meanFreq()-Z" 0.00488361554716071
"3108" "test" 18 "WALKING" "fBodyAccJerk-mean()-X" -0.414797154464286
"3109" "test" 18 "WALKING" "fBodyAccJerk-mean()-Y" -0.361908549464286
"3110" "test" 18 "WALKING" "fBodyAccJerk-mean()-Z" -0.601147246785714
"3111" "test" 18 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.34877438
"3112" "test" 18 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.337293285178571
"3113" "test" 18 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.206330044373214
"3114" "test" 18 "WALKING" "fBodyGyro-mean()-X" -0.609673434464286
"3115" "test" 18 "WALKING" "fBodyGyro-mean()-Y" -0.570898150714286
"3116" "test" 18 "WALKING" "fBodyGyro-mean()-Z" -0.538152344821429
"3117" "test" 18 "WALKING" "fBodyGyro-meanFreq()-X" 0.0182394601107143
"3118" "test" 18 "WALKING" "fBodyGyro-meanFreq()-Y" -0.281459547160179
"3119" "test" 18 "WALKING" "fBodyGyro-meanFreq()-Z" -0.2355977771125
"3120" "test" 18 "WALKING" "fBodyAccMag-mean()" -0.424386734107143
"3121" "test" 18 "WALKING" "fBodyAccMag-meanFreq()" 0.131646853132143
"3122" "test" 18 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.41403775125
"3123" "test" 18 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" 0.0893293589464286
"3124" "test" 18 "WALKING" "fBodyBodyGyroMag-mean()" -0.620331394285714
"3125" "test" 18 "WALKING" "fBodyBodyGyroMag-meanFreq()" 0.17563858115
"3126" "test" 18 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.710596311071429
"3127" "test" 18 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.269967615048214
"3128" "test" 18 "WALKING" "tBodyAcc-std()-X" -0.37600552125
"3129" "test" 18 "WALKING" "tBodyAcc-std()-Y" -0.227005874892857
"3130" "test" 18 "WALKING" "tBodyAcc-std()-Z" -0.428348061071429
"3131" "test" 18 "WALKING" "tGravityAcc-std()-X" -0.983010882678571
"3132" "test" 18 "WALKING" "tGravityAcc-std()-Y" -0.975311658928571
"3133" "test" 18 "WALKING" "tGravityAcc-std()-Z" -0.97248384875
"3134" "test" 18 "WALKING" "tBodyAccJerk-std()-X" -0.368056913928571
"3135" "test" 18 "WALKING" "tBodyAccJerk-std()-Y" -0.320158763392857
"3136" "test" 18 "WALKING" "tBodyAccJerk-std()-Z" -0.633325860714286
"3137" "test" 18 "WALKING" "tBodyGyro-std()-X" -0.7044397775
"3138" "test" 18 "WALKING" "tBodyGyro-std()-Y" -0.496431539642857
"3139" "test" 18 "WALKING" "tBodyGyro-std()-Z" -0.511417204821429
"3140" "test" 18 "WALKING" "tBodyGyroJerk-std()-X" -0.578133968392857
"3141" "test" 18 "WALKING" "tBodyGyroJerk-std()-Y" -0.694925789464286
"3142" "test" 18 "WALKING" "tBodyGyroJerk-std()-Z" -0.663259579285714
"3143" "test" 18 "WALKING" "tBodyAccMag-std()" -0.460346465357143
"3144" "test" 18 "WALKING" "tGravityAccMag-std()" -0.460346465357143
"3145" "test" 18 "WALKING" "tBodyAccJerkMag-std()" -0.42541866125
"3146" "test" 18 "WALKING" "tBodyGyroMag-std()" -0.60851009125
"3147" "test" 18 "WALKING" "tBodyGyroJerkMag-std()" -0.726591779107143
"3148" "test" 18 "WALKING" "fBodyAcc-std()-X" -0.378068199285714
"3149" "test" 18 "WALKING" "fBodyAcc-std()-Y" -0.267273644642857
"3150" "test" 18 "WALKING" "fBodyAcc-std()-Z" -0.439861578035714
"3151" "test" 18 "WALKING" "fBodyAccJerk-std()-X" -0.375992795357143
"3152" "test" 18 "WALKING" "fBodyAccJerk-std()-Y" -0.320264113035714
"3153" "test" 18 "WALKING" "fBodyAccJerk-std()-Z" -0.664327149285714
"3154" "test" 18 "WALKING" "fBodyGyro-std()-X" -0.734901390178571
"3155" "test" 18 "WALKING" "fBodyGyro-std()-Y" -0.460890661785714
"3156" "test" 18 "WALKING" "fBodyGyro-std()-Z" -0.54840977125
"3157" "test" 18 "WALKING" "fBodyAccMag-std()" -0.565563056964286
"3158" "test" 18 "WALKING" "fBodyBodyAccJerkMag-std()" -0.444453486071429
"3159" "test" 18 "WALKING" "fBodyBodyGyroMag-std()" -0.668908146607143
"3160" "test" 18 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.769408385535714
"3161" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.288439468909091
"3162" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0168666920221818
"3163" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.1033908092
"3164" "test" 18 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.932277478363636
"3165" "test" 18 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.225809125454545
"3166" "test" 18 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.0493636733454545
"3167" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0809044045254545
"3168" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" -0.000757069449090909
"3169" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.01417699182
"3170" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0576548655654545
"3171" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0636214336761818
"3172" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0987471683127273
"3173" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0836566573181818
"3174" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0509120258890909
"3175" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0570591813909091
"3176" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" -0.293531973636364
"3177" "test" 18 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" -0.293531973636364
"3178" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.466516044
"3179" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.381022814727273
"3180" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.701663073636364
"3181" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" -0.350086793272727
"3182" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.309049613818182
"3183" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.505824358
"3184" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.435841503272727
"3185" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" -0.14009430376
"3186" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" -0.0976588500545455
"3187" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.412728286727273
"3188" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.465982666363636
"3189" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.622135895090909
"3190" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.334193776218182
"3191" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.430209134836364
"3192" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.313077962145455
"3193" "test" 18 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.489232274509091
"3194" "test" 18 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.641527595090909
"3195" "test" 18 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.447030699454545
"3196" "test" 18 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-X" -0.300670600338182
"3197" "test" 18 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Y" -0.235263359818182
"3198" "test" 18 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Z" -0.211649515774545
"3199" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" -0.241973534781818
"3200" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAccMag-meanFreq()" -0.0768405979909091
"3201" "test" 18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.3833987134
"3202" "test" 18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.00593003606623636
"3203" "test" 18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.604735414363636
"3204" "test" 18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-meanFreq()" -0.159221075909091
"3205" "test" 18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.744236045090909
"3206" "test" 18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.0717609181272727
"3207" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" -0.302634565090909
"3208" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" -0.254214045818182
"3209" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.418610127454545
"3210" "test" 18 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.960404874545455
"3211" "test" 18 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.932962218181818
"3212" "test" 18 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.921661749636364
"3213" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.387223932363636
"3214" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.447033872545455
"3215" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.651246664909091
"3216" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.502473033509091
"3217" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.617230786
"3218" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.483658260727273
"3219" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.676716181636364
"3220" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.752608622181818
"3221" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.605655411090909
"3222" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" -0.229934247036364
"3223" "test" 18 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" -0.229934247036364
"3224" "test" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" -0.3825173332
"3225" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.507995478327273
"3226" "test" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.744159518909091
"3227" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.285535871636364
"3228" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.273798158
"3229" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.418258649818182
"3230" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.416050500909091
"3231" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.464546054727273
"3232" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.678751080363636
"3233" "test" 18 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.513947089545455
"3234" "test" 18 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.607757979272727
"3235" "test" 18 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.543996110545454
"3236" "test" 18 "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" -0.344299434181818
"3237" "test" 18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" -0.386565072363636
"3238" "test" 18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.533844932145455
"3239" "test" 18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.763430801654545
"3240" "test" 18 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.265401201896552
"3241" "test" 18 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0222060684378914
"3242" "test" 18 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.112655891327586
"3243" "test" 18 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.883330258448276
"3244" "test" 18 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.316619946206897
"3245" "test" 18 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" -0.106112549189655
"3246" "test" 18 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0812402028517241
"3247" "test" 18 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" 0.0211654691775862
"3248" "test" 18 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" 0.0093589662862069
"3249" "test" 18 "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" -0.0470683915017241
"3250" "test" 18 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.0526133819862069
"3251" "test" 18 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.0906736478431034
"3252" "test" 18 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.0899953036658621
"3253" "test" 18 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0527472610827586
"3254" "test" 18 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0692536211396552
"3255" "test" 18 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.279146312758621
"3256" "test" 18 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.279146312758621
"3257" "test" 18 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.601463948275862
"3258" "test" 18 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.3691086
"3259" "test" 18 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.781652689310345
"3260" "test" 18 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.465097261896552
"3261" "test" 18 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.363450742586207
"3262" "test" 18 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.522728377068965
"3263" "test" 18 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.517596843103448
"3264" "test" 18 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.249448649272414
"3265" "test" 18 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.406885286189655
"3266" "test" 18 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.589410590172414
"3267" "test" 18 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.579650286034483
"3268" "test" 18 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.736149274137931
"3269" "test" 18 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.442089377068966
"3270" "test" 18 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.466043113965517
"3271" "test" 18 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.512443088275862
"3272" "test" 18 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.59232371
"3273" "test" 18 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.649817266551724
"3274" "test" 18 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.504364096896552
"3275" "test" 18 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-X" -0.304205040627586
"3276" "test" 18 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Y" -0.502729412913793
"3277" "test" 18 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Z" -0.322333066448276
"3278" "test" 18 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.436561064482759
"3279" "test" 18 "WALKING_UPSTAIRS" "fBodyAccMag-meanFreq()" -0.218615528237931
"3280" "test" 18 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.574481396551724
"3281" "test" 18 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" -0.0290342554637931
"3282" "test" 18 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.654029089310345
"3283" "test" 18 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-meanFreq()" -0.338125776827586
"3284" "test" 18 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.826193160862069
"3285" "test" 18 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.0772586583160345
"3286" "test" 18 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.380168286724138
"3287" "test" 18 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.211155120224138
"3288" "test" 18 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.31437339137931
"3289" "test" 18 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.961738807068966
"3290" "test" 18 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.942056881206897
"3291" "test" 18 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.907839723965517
"3292" "test" 18 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.563202134655172
"3293" "test" 18 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.56794063862069
"3294" "test" 18 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.760829911206897
"3295" "test" 18 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.593841504137931
"3296" "test" 18 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.507297003103448
"3297" "test" 18 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.433922212068966
"3298" "test" 18 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.76068902862069
"3299" "test" 18 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.828872171206897
"3300" "test" 18 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.718951757931034
"3301" "test" 18 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.37184157
"3302" "test" 18 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.37184157
"3303" "test" 18 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.579330320344828
"3304" "test" 18 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.528058134137931
"3305" "test" 18 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.835525127931035
"3306" "test" 18 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.350639840862069
"3307" "test" 18 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.190550638155172
"3308" "test" 18 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.269571390465517
"3309" "test" 18 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.575331252413793
"3310" "test" 18 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.585531432931034
"3311" "test" 18 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.784728430344828
"3312" "test" 18 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.60071129637931
"3313" "test" 18 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.443429836896552
"3314" "test" 18 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.466022431206897
"3315" "test" 18 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.436218933448276
"3316" "test" 18 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.587926077068965
"3317" "test" 18 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.533044636034483
"3318" "test" 18 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.860910992241379
"3319" "test" 20 "LAYING" "tBodyAcc-mean()-X" 0.239507882205882
"3320" "test" 20 "LAYING" "tBodyAcc-mean()-Y" -0.0144406281132353
"3321" "test" 20 "LAYING" "tBodyAcc-mean()-Z" -0.104274322538235
"3322" "test" 20 "LAYING" "tGravityAcc-mean()-X" -0.472431415573529
"3323" "test" 20 "LAYING" "tGravityAcc-mean()-Y" 0.864882956617647
"3324" "test" 20 "LAYING" "tGravityAcc-mean()-Z" 0.477573305
"3325" "test" 20 "LAYING" "tBodyAccJerk-mean()-X" 0.0892716006470588
"3326" "test" 20 "LAYING" "tBodyAccJerk-mean()-Y" 0.00110822495382353
"3327" "test" 20 "LAYING" "tBodyAccJerk-mean()-Z" -0.00309891846569118
"3328" "test" 20 "LAYING" "tBodyGyro-mean()-X" -0.0231760616308824
"3329" "test" 20 "LAYING" "tBodyGyro-mean()-Y" -0.0954899626029412
"3330" "test" 20 "LAYING" "tBodyGyro-mean()-Z" 0.123680209926471
"3331" "test" 20 "LAYING" "tBodyGyroJerk-mean()-X" -0.0995033069117647
"3332" "test" 20 "LAYING" "tBodyGyroJerk-mean()-Y" -0.038776298
"3333" "test" 20 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0610028293088235
"3334" "test" 20 "LAYING" "tBodyAccMag-mean()" -0.960743126176471
"3335" "test" 20 "LAYING" "tGravityAccMag-mean()" -0.960743126176471
"3336" "test" 20 "LAYING" "tBodyAccJerkMag-mean()" -0.984670073823529
"3337" "test" 20 "LAYING" "tBodyGyroMag-mean()" -0.9604473725
"3338" "test" 20 "LAYING" "tBodyGyroJerkMag-mean()" -0.986749500882353
"3339" "test" 20 "LAYING" "fBodyAcc-mean()-X" -0.965728781617647
"3340" "test" 20 "LAYING" "fBodyAcc-mean()-Y" -0.965595958382353
"3341" "test" 20 "LAYING" "fBodyAcc-mean()-Z" -0.976392651323529
"3342" "test" 20 "LAYING" "fBodyAcc-meanFreq()-X" -0.213034275557353
"3343" "test" 20 "LAYING" "fBodyAcc-meanFreq()-Y" 0.274452420529412
"3344" "test" 20 "LAYING" "fBodyAcc-meanFreq()-Z" 0.276898539791176
"3345" "test" 20 "LAYING" "fBodyAccJerk-mean()-X" -0.983889985147059
"3346" "test" 20 "LAYING" "fBodyAccJerk-mean()-Y" -0.9772207075
"3347" "test" 20 "LAYING" "fBodyAccJerk-mean()-Z" -0.982876212058823
"3348" "test" 20 "LAYING" "fBodyAccJerk-meanFreq()-X" 0.116642082939706
"3349" "test" 20 "LAYING" "fBodyAccJerk-meanFreq()-Y" 0.0212201874367647
"3350" "test" 20 "LAYING" "fBodyAccJerk-meanFreq()-Z" 0.0284929205607353
"3351" "test" 20 "LAYING" "fBodyGyro-mean()-X" -0.982619403529412
"3352" "test" 20 "LAYING" "fBodyGyro-mean()-Y" -0.973120029558823
"3353" "test" 20 "LAYING" "fBodyGyro-mean()-Z" -0.972278603529412
"3354" "test" 20 "LAYING" "fBodyGyro-meanFreq()-X" -0.0430078509941176
"3355" "test" 20 "LAYING" "fBodyGyro-meanFreq()-Y" -0.0784003340588235
"3356" "test" 20 "LAYING" "fBodyGyro-meanFreq()-Z" 0.00832392052941177
"3357" "test" 20 "LAYING" "fBodyAccMag-mean()" -0.952827071323529
"3358" "test" 20 "LAYING" "fBodyAccMag-meanFreq()" 0.187758018548529
"3359" "test" 20 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.979695458088235
"3360" "test" 20 "LAYING" "fBodyBodyAccJerkMag-meanFreq()" 0.262706879425
"3361" "test" 20 "LAYING" "fBodyBodyGyroMag-mean()" -0.969832241176471
"3362" "test" 20 "LAYING" "fBodyBodyGyroMag-meanFreq()" 0.0116918216382353
"3363" "test" 20 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.981119820588235
"3364" "test" 20 "LAYING" "fBodyBodyGyroJerkMag-meanFreq()" 0.199653647476471
"3365" "test" 20 "LAYING" "tBodyAcc-std()-X" -0.962249114705882
"3366" "test" 20 "LAYING" "tBodyAcc-std()-Y" -0.964098180294118
"3367" "test" 20 "LAYING" "tBodyAcc-std()-Z" -0.972571998382353
